URUN_KODU,TOPLAM_PRIM_TUTARI
1000032.0,23096076628.0
1000031.0,17502382741.38
,14436169007.54
2000036.0,12135937064.98
17000000.0,10097621554.8
2000053.0,7566415374.13
2000034.0,3606937034.13
2000062.0,1647995775.15
140.0,1116183615.135216
20000005.0,935564175.28
